Deg_Uye_iD;Deg_iD;Kart_Grubu;Uyelik_Tipi;VALiD_TO;il;iLcE;Yas;Kanal
8995;1000020773;CC;Kat. Yükseltme;31.08.2011;istanbul;Gayrettepe;66;IKSV
8997;1000020790;CC;Yenileme;31.08.2011;istanbul;Bebek;54;IKSV
9043;1000020918;BB;Yenileme;31.08.2011;istanbul;N/A;79;IKSV
9095;1000021084;XX;Kat. Yükseltme;31.08.2011;istanbul;sisli;35;IKSV
9120;1000021172;DD;Yenileme;31.08.2011;istanbul;Kadikoy;37;IKSV
9131;1000021212;DD;Yenileme;31.08.2011;istanbul;Besiktas;85;IKSV
9246;1000021593;XX;Kat. Yükseltme;31.08.2011;istanbul;Besiktas;79;IKSV
9353;1000021976;BB;Yenileme;31.08.2011;istanbul;Nisantasi;61;IKSV
9435;1000022250;CC;Kat. Yükseltme;31.08.2011;istanbul;Levent;42;IKSV
9455;1000022326;CC;Yenileme;31.08.2011;istanbul;umraniye;51;IKSV
9596;1000022751;XX;Kat. Yükseltme;31.08.2011;istanbul;Beyoglu;35;IKSV
9747;1000023212;CC;Yenileme;31.08.2011;istanbul;Nisantasi;53;IKSV
9845;1000023532;BB;Yenileme;31.08.2011;istanbul;Etiler;20;IKSV
9848;1000023545;BB;Yenileme;31.08.2011;istanbul;N/A;73;IKSV
9908;1000023768;CC;Yenileme;31.08.2011;istanbul;Fenerbahce;65;IKSV
9935;1000023852;CC;Yeni;31.08.2011;istanbul;Macka;46;Cagri Merkezi
10034;1000024171;CC;Kat. Yükseltme;31.08.2011;istanbul;Kadikoy;50;IKSV
10046;1000024210;BB;Yenileme;31.08.2011;istanbul;Kadikoy;67;IKSV
10088;1000024365;XX;Kat. Yükseltme;31.08.2011;istanbul;Ulus;71;IKSV
10089;1000024369;AA;Kat. Yükseltme;31.08.2011;istanbul;sisli;54;IKSV
10116;1000024471;CC;Yenileme;31.08.2011;istanbul;Besiktas;75;IKSV
10121;1000024481;BB;Yenileme;31.08.2011;istanbul;Fenerbahce;49;IKSV
10127;1000024495;BB;Yenileme;31.08.2011;istanbul;Gayrettepe;79;IKSV
10187;1000024701;BB;Yenileme;31.08.2011;istanbul;Beyoglu;50;IKSV
10218;1000024815;AA;Yenileme;31.08.2011;istanbul;Kadikoy;88;IKSV
10221;1000024824;CC;Yenileme;31.08.2011;istanbul;Besiktas;43;IKSV
10223;1000024827;BB;Yenileme;31.08.2011;istanbul;Caddebostan;55;IKSV
10485;1000025271;DD;Yenileme;31.08.2011;istanbul;Tarabya;43;IKSV
11031;1000026029;BB;Yenileme;31.08.2011;istanbul;Kagithane;62;IKSV
11101;1000026127;BB;Yeni;31.08.2011;istanbul;Seyrantepe;69;IKSV
11105;1000026133;CC;Yenileme;31.08.2011;istanbul;Eyup;61;IKSV
11544;1000026889;CC;Yenileme;31.08.2011;istanbul;Besiktas;43;IKSV
11863;1000027332;CC;Kat. Yükseltme;31.08.2011;Muğla;Bodrum;68;IKSV
11957;1000027474;CC;Yenileme;31.08.2011;istanbul;Kozyatagi;49;IKSV
12107;1000027731;AA;Yenileme;31.08.2011;istanbul;Tesvikiye;90;IKSV
12456;1000028175;CC;Yenileme;31.08.2011;istanbul;Beyoglu;61;IKSV
13032;1000029140;CC;Yenileme;31.08.2011;istanbul;saskinbakkal;65;IKSV
14228;1000031108;DD;Yenileme;31.08.2011;istanbul;sisli;80;IKSV
14284;1000031254;DD;Yenileme;31.08.2011;istanbul;Erenkoy;74;IKSV
14407;1000031464;CC;Kat. Yükseltme;31.08.2011;istanbul;Atakoy;45;IKSV
14486;1000031596;CC;Yenileme;31.08.2011;istanbul;sisli;67;IKSV
14799;1000032164;AA;Kat. Yükseltme;31.08.2011;istanbul;sisli;72;IKSV
14858;1000032333;DD;Yenileme;31.08.2011;istanbul;Tesvikiye;68;IKSV
14873;1000032383;CC;Yenileme;31.08.2011;istanbul;Eyup;67;IKSV
14913;1000032593;XX;Kat. Yükseltme;31.08.2011;istanbul;Asmalimescit;58;IKSV
6150;1000011866;DD;Yeni;30.09.2011;istanbul;Maslak;31;IKSV
6152;1000011873;DD;Yeni;30.09.2011;istanbul;sisli;30;IKSV
6153;1000011874;DD;Yeni;30.09.2011;istanbul;Etiler;62;IKSV
6156;1000011880;CC;Yeni;30.09.2011;istanbul;N/A;70;IKSV
6157;1000011881;CC;Yeni;30.09.2011;istanbul;Sariyer;53;Internet
6158;1000011886;DD;Yeni;30.09.2011;istanbul;Bostanci;57;IKSV
6159;1000011887;CC;Yeni;30.09.2011;istanbul;Nisantasi;53;IKSV
6162;1000011892;XX;Yeni;30.09.2011;istanbul;Florya;33;IKSV
6163;1000011895;DD;Yeni;30.09.2011;istanbul;Fatih;35;IKSV
6164;1000011896;DD;Yeni;30.09.2011;istanbul;Kagithane;35;IKSV
6165;1000011897;CC;Yeni;30.09.2011;istanbul;Etiler;38;IKSV
6166;1000011906;CC;Yeni;30.09.2011;istanbul;sisli;86;IKSV
6167;1000011914;CC;Yeni;30.09.2011;istanbul;Kadikoy;58;IKSV
6168;1000011922;DD;Yeni;30.09.2011;istanbul;Bahcelievler;85;IKSV
6170;1000011932;DD;Yeni;30.09.2011;istanbul;Kadikoy;33;IKSV
6171;1000011933;XX;Yeni;30.09.2011;istanbul;Besiktas;30;IKSV
6172;1000011935;XX;Yeni;30.09.2011;istanbul;sisli;29;IKSV
6173;1000011936;BB;Yeni;30.09.2011;istanbul;Beyoglu;40;IKSV
6174;1000011937;DD;Yeni;30.09.2011;istanbul;sisli;29;IKSV
6175;1000011939;DD;Yeni;30.09.2011;istanbul;Findikzade;30;IKSV
6176;1000011940;XX;Yeni;30.09.2011;istanbul;Taksim;64;IKSV
6177;1000011941;DD;Yeni;30.09.2011;istanbul;caglayan;27;IKSV
6179;1000011945;XX;Yeni;30.09.2011;istanbul;Beyoglu;47;IKSV
6180;1000011949;XX;Yeni;30.09.2011;istanbul;Maslak;37;IKSV
6181;1000011950;XX;Yeni;30.09.2011;istanbul;uskudar;41;IKSV
6182;1000011951;CC;Yeni;30.09.2011;istanbul;Tepebasi;44;IKSV
6184;1000011956;DD;Yeni;30.09.2011;istanbul;Besiktas;30;IKSV
6185;1000011957;XX;Yeni;30.09.2011;istanbul;Yenikoy;47;IKSV
6186;1000011958;CC;Yeni;30.09.2011;istanbul;Beyoglu;53;IKSV
6187;1000011965;DD;Yeni;30.09.2011;istanbul;Kadikoy;28;Cagri Merkezi
6188;1000011966;XX;Yeni;30.09.2011;istanbul;Levent;30;IKSV
6189;1000011970;DD;Yeni;30.09.2011;istanbul;Kadikoy;29;IKSV
6190;1000011971;DD;Yeni;30.09.2011;istanbul;Besiktas;44;IKSV
6191;1000011972;DD;Yeni;30.09.2011;istanbul;Besiktas;31;IKSV
6192;1000011973;BB;Yeni;30.09.2011;istanbul;Maslak;45;IKSV
6199;1000011987;CC;Yeni;30.09.2011;N/A;N/A;45;IKSV
6200;1000011995;CC;Yeni;30.09.2011;istanbul;Kartal;48;IKSV
6201;1000011999;DD;Yeni;30.09.2011;istanbul;Besiktas;31;IKSV
6204;1000012005;XX;Yeni;30.09.2011;istanbul;sisli;40;IKSV
6205;1000012006;AA;Yeni;30.09.2011;istanbul;Bakirkoy;71;IKSV
6206;1000012013;DD;Yenileme;30.09.2011;istanbul;Etiler;58;IKSV
6216;1000012027;DD;Yeni;30.09.2011;istanbul;Kadikoy;83;IKSV
6225;1000012045;CC;Yeni;30.09.2011;istanbul;Besiktas;39;IKSV
6233;1000012060;XX;Yeni;30.09.2011;istanbul;Sariyer;81;IKSV
6234;1000012069;CC;Yeni;30.09.2011;istanbul;Maslak;43;IKSV
6515;1000012863;CC;Yeni;30.09.2011;istanbul;Galata;47;Internet
6554;1000012966;CC;Yenileme;30.09.2011;istanbul;Atasehir;44;IKSV
6970;1000014242;CC;Kat. Yükseltme;30.09.2011;istanbul;Taksim;72;IKSV
7022;1000014399;XX;Kat. Yükseltme;30.09.2011;istanbul;Moda;37;IKSV
7025;1000014405;DD;Yenileme;30.09.2011;istanbul;Kucukcekmece;37;IKSV
7033;1000014429;DD;Yenileme;30.09.2011;istanbul;Erenkoy;33;IKSV
7038;1000014434;CC;Yenileme;30.09.2011;istanbul;Beykoz;60;IKSV
7040;1000014436;DD;Yenileme;30.09.2011;istanbul;Bostanci;39;IKSV
7049;1000014447;AA;Yenileme;30.09.2011;istanbul;Bebek;56;IKSV
7054;1000014460;CC;Yenileme;30.09.2011;istanbul;sisli;41;IKSV
7062;1000014481;DD;Yenileme;30.09.2011;istanbul;Dolapdere;54;IKSV
7070;1000014507;CC;Kat. Yükseltme;30.09.2011;istanbul;uskudar;47;IKSV
7091;1000014571;BB;Yenileme;30.09.2011;istanbul;Atasehir;61;IKSV
7092;1000014574;DD;Yenileme;30.09.2011;istanbul;Kadikoy;30;IKSV
7119;1000014665;CC;Yenileme;30.09.2011;istanbul;Kozyatagi;56;IKSV
7132;1000014710;DD;Yenileme;30.09.2011;istanbul;Karakoy;43;IKSV
7160;1000014780;CC;Yeni;30.09.2011;istanbul;Levent;38;Internet
7239;1000015027;BB;Yenileme;30.09.2011;istanbul;umraniye;50;IKSV
7241;1000015037;XX;Kat. Yükseltme;30.09.2011;istanbul;Besiktas;59;IKSV
7313;1000015318;CC;Kat. Yükseltme;30.09.2011;istanbul;Yenilevent;48;IKSV
7393;1000015590;CC;Yenileme;30.09.2011;istanbul;sisli;56;IKSV
7460;1000015798;CC;Yenileme;30.09.2011;istanbul;Kazasker;40;IKSV
7506;1000015953;DD;Yenileme;30.09.2011;istanbul;Karakoy;41;IKSV
7511;1000015962;CC;Kat. Yükseltme;30.09.2011;istanbul;Kadikoy;33;IKSV
7515;1000015972;CC;Yeni;30.09.2011;istanbul;Besiktas;36;Internet
7530;1000016025;XX;Kat. İndirme;30.09.2011;istanbul;Kadikoy;60;IKSV
7538;1000016057;BB;Kat. Yükseltme;30.09.2011;istanbul;Levent;57;IKSV
7554;1000016114;DD;Yenileme;30.09.2011;istanbul;Besiktas;47;IKSV
7561;1000016143;BB;Kat. Yükseltme;30.09.2011;istanbul;Sariyer;51;IKSV
7588;1000016226;DD;Yenileme;30.09.2011;istanbul;Eyup;63;IKSV
7602;1000016274;XX;Kat. Yükseltme;30.09.2011;istanbul;Kadikoy;82;IKSV
7608;1000016292;DD;Yenileme;30.09.2011;istanbul;Kadikoy;30;IKSV
7675;1000016498;DD;Yenileme;30.09.2011;istanbul;Kadikoy;32;IKSV
7678;1000016501;CC;Yeni;30.09.2011;istanbul;uskudar;35;Cagri Merkezi
7680;1000016503;CC;Yenileme;30.09.2011;istanbul;Beyoglu;66;IKSV
7685;1000016508;DD;Yenileme;30.09.2011;Muğla;Bodrum;77;IKSV
7758;1000016766;BB;Yenileme;30.09.2011;istanbul;N/A;58;IKSV
7769;1000016794;CC;Kat. Yükseltme;30.09.2011;istanbul;Besiktas;33;IKSV
7778;1000016815;BB;Yenileme;30.09.2011;istanbul;N/A;56;IKSV
7790;1000016844;CC;Yenileme;30.09.2011;istanbul;Kadikoy;64;IKSV
7795;1000016867;CC;Yenileme;30.09.2011;istanbul;sisli;42;IKSV
7810;1000016911;XX;Kat. Yükseltme;30.09.2011;istanbul;Kadikoy;46;IKSV
7817;1000016940;DD;Yenileme;30.09.2011;istanbul;N/A;21;IKSV
7841;1000017034;BB;Yenileme;30.09.2011;Muğla;Bodrum;71;IKSV
7851;1000017055;BB;Yenileme;30.09.2011;istanbul;Kandilli;61;IKSV
7852;1000017056;DD;Yenileme;30.09.2011;istanbul;uskudar;57;IKSV
7864;1000017100;CC;Yenileme;30.09.2011;Kocaeli;sekerpinar;43;IKSV
7865;1000017110;XX;Kat. Yükseltme;30.09.2011;istanbul;Nisantasi;90;IKSV
7972;1000017480;CC;Yeni;30.09.2011;istanbul;Beyoglu;42;IKSV
7978;1000017510;CC;Yenileme;30.09.2011;istanbul;Beyoglu;71;IKSV
7985;1000017541;CC;Yenileme;30.09.2011;istanbul;Besiktas;64;IKSV
8006;1000017613;DD;Yenileme;30.09.2011;istanbul;Maslak;44;IKSV
8014;1000017647;DD;Yenileme;30.09.2011;istanbul;Tesvikiye;67;IKSV
8026;1000017689;CC;Yeni;30.09.2011;istanbul;Maslak;48;Internet
8042;1000017754;DD;Yenileme;30.09.2011;istanbul;Ulus;43;IKSV
8081;1000017905;CC;Yeni;30.09.2011;istanbul;Okmeydani;40;Internet
8201;1000018204;CC;Yenileme;30.09.2011;istanbul;Maslak;36;IKSV
8209;1000018221;CC;Kat. Yükseltme;30.09.2011;istanbul;Okmeydani;77;IKSV
8220;1000018256;CC;Yeni;30.09.2011;istanbul;uskudar;36;Internet
8245;1000018313;CC;Kat. Yükseltme;30.09.2011;istanbul;Besiktas;43;IKSV
8246;1000018314;XX;Yeni;30.09.2011;istanbul;Maltepe;31;IKSV
8247;1000018315;DD;Yenileme;30.09.2011;istanbul;Kadikoy;31;IKSV
8274;1000018420;CC;Yenileme;30.09.2011;istanbul;Kemerburgaz;64;IKSV
8288;1000018494;CC;Yenileme;30.09.2011;istanbul;Florya;39;IKSV
8289;1000018499;XX;Yeni;30.09.2011;istanbul;uskudar;37;IKSV
8290;1000018500;CC;Kat. Yükseltme;30.09.2011;istanbul;Eyup;54;IKSV
8396;1000018831;CC;Kat. Yükseltme;30.09.2011;istanbul;Okmeydani;43;IKSV
8409;1000018864;CC;Yeni;30.09.2011;istanbul;Bahcelievler;52;Internet
8428;1000018918;CC;Yeni;30.09.2011;istanbul;Besiktas;52;Internet
8446;1000018980;CC;Yeni;30.09.2011;istanbul;Besiktas;61;Internet
8517;1000019207;DD;Yenileme;30.09.2011;istanbul;Beyoglu;40;IKSV
8550;1000019321;CC;Yeni;30.09.2011;istanbul;Acibadem;41;Internet
8617;1000019580;DD;Yenileme;30.09.2011;istanbul;Etiler;60;IKSV
8679;1000019780;XX;Yeni;30.09.2011;istanbul;sisli;45;IKSV
8717;1000019890;XX;Kat. Yükseltme;30.09.2011;istanbul;sisli;36;IKSV
8722;1000019909;BB;Yenileme;30.09.2011;istanbul;Nisantasi;46;IKSV
8741;1000019966;XX;Yeni;30.09.2011;istanbul;Acibadem;31;IKSV
8745;1000019980;CC;Yeni;30.09.2011;istanbul;Caddebostan;63;Internet
8837;1000020281;BB;Kat. Yükseltme;30.09.2011;istanbul;Besiktas;57;IKSV
8896;1000020496;XX;Kat. Yükseltme;30.09.2011;istanbul;Beyoglu;41;IKSV
8903;1000020510;XX;Kat. Yükseltme;30.09.2011;istanbul;N/A;37;IKSV
8948;1000020632;CC;Yenileme;30.09.2011;istanbul;Atasehir;44;IKSV
8951;1000020643;CC;Yeni;30.09.2011;istanbul;Beykoz;54;Internet
9005;1000020815;DD;Yenileme;30.09.2011;N/A;N/A;36;IKSV
9009;1000020820;CC;Kat. Yükseltme;30.09.2011;istanbul;Beykoz;69;IKSV
9055;1000020953;CC;Yenileme;30.09.2011;istanbul;umraniye;49;IKSV
9062;1000020981;CC;Yeni;30.09.2011;istanbul;Atasehir;46;Internet
9136;1000021233;CC;Yeni;30.09.2011;istanbul;Akatlar;41;IKSV
9143;1000021254;BB;Yenileme;30.09.2011;istanbul;Besiktas;73;IKSV
9196;1000021444;CC;Yenileme;30.09.2011;istanbul;Beyoglu;55;IKSV
9207;1000021482;CC;Yeni;30.09.2011;istanbul;Ortakoy;40;IKSV
9390;1000022089;BB;Yenileme;30.09.2011;istanbul;Kagithane;74;IKSV
9400;1000022138;XX;Kat. Yükseltme;30.09.2011;istanbul;Kayisdagi;44;IKSV
9416;1000022191;CC;Yeni;30.09.2011;istanbul;Etiler;70;Cagri Merkezi
9429;1000022237;DD;Yenileme;30.09.2011;istanbul;cekmekoy;67;IKSV
9629;1000022857;CC;Yeni;30.09.2011;istanbul;Levent;39;Internet
9660;1000022944;BB;Yenileme;30.09.2011;istanbul;Tarabya;38;IKSV
9680;1000023012;CC;Yeni;30.09.2011;istanbul;Fatih;42;Internet
9771;1000023285;CC;Yeni;30.09.2011;istanbul;Kocamustafapasa;37;Internet
9790;1000023361;BB;Yenileme;30.09.2011;istanbul;Harbiye;81;IKSV
9798;1000023392;CC;Yeni;30.09.2011;istanbul;Beykoz;50;Internet
9813;1000023441;DD;Yenileme;30.09.2011;istanbul;Maslak;40;IKSV
9819;1000023469;CC;Yeni;30.09.2011;istanbul;Fatih;45;Internet
9836;1000023508;CC;Yenileme;30.09.2011;istanbul;Bagcilar;38;IKSV
9849;1000023550;CC;Yenileme;30.09.2011;istanbul;Kadikoy;45;IKSV
9904;1000023758;CC;Yeni;30.09.2011;istanbul;Etiler;43;IKSV
9966;1000023931;DD;Yeni;30.09.2011;istanbul;Kadikoy;36;Cagri Merkezi
10052;1000024229;XX;Yeni;30.09.2011;Kocaeli;Gebze;44;IKSV
10094;1000024384;XX;Kat. Yükseltme;30.09.2011;istanbul;sisli;91;IKSV
10096;1000024391;CC;Yeni;30.09.2011;istanbul;sisli;37;Internet
10126;1000024490;DD;Yenileme;30.09.2011;istanbul;umraniye;80;IKSV
10136;1000024517;XX;Kat. Yükseltme;30.09.2011;istanbul;Kayisdagi;45;IKSV
10372;1000025022;CC;Yenileme;30.09.2011;istanbul;Beyoglu;38;IKSV
10377;1000025036;DD;Yenileme;30.09.2011;istanbul;uskudar;26;IKSV
10401;1000025084;CC;Yeni;30.09.2011;istanbul;sisli;27;Cagri Merkezi
10426;1000025157;CC;Kat. Yükseltme;30.09.2011;istanbul;Kartal;37;IKSV
10612;1000025462;DD;Yenileme;30.09.2011;istanbul;Kadikoy;58;IKSV
10758;1000025675;CC;Yenileme;30.09.2011;istanbul;Kavacik;38;IKSV
10760;1000025677;CC;Kat. Yükseltme;30.09.2011;istanbul;Kadikoy;62;IKSV
10989;1000025965;DD;Yenileme;30.09.2011;istanbul;sisli;52;IKSV
11113;1000026157;DD;Yenileme;30.09.2011;Ankara;Gaziosmanpasa;84;IKSV
11116;1000026172;BB;Yenileme;30.09.2011;istanbul;Beykoz;65;IKSV
11400;1000026684;DD;Yenileme;30.09.2011;istanbul;Kiziltoprak;45;IKSV
11587;1000026945;CC;Kat. Yükseltme;30.09.2011;istanbul;umraniye;36;IKSV
11745;1000027177;XX;Kat. Yükseltme;30.09.2011;istanbul;Kadikoy;31;IKSV
11894;1000027403;DD;Yenileme;30.09.2011;istanbul;Kurtulus;38;IKSV
11994;1000027540;XX;Kat. Yükseltme;30.09.2011;istanbul;Sariyer;75;IKSV
12002;1000027557;CC;Kat. Yükseltme;30.09.2011;istanbul;Tarabya;53;IKSV
12008;1000027594;DD;Yenileme;30.09.2011;istanbul;Besiktas;77;IKSV
12987;1000029061;CC;Kat. Yükseltme;30.09.2011;istanbul;Gayrettepe;51;Cagri Merkezi
13033;1000029143;BB;Yenileme;30.09.2011;istanbul;Elmadag;63;IKSV
13622;1000030053;BB;Yenileme;30.09.2011;istanbul;Erenkoy;69;IKSV
14188;1000030977;CC;Kat. Yükseltme;30.09.2011;istanbul;Adalar;71;IKSV
14390;1000031432;CC;Kat. Yükseltme;30.09.2011;istanbul;Beyoglu;52;IKSV
14693;1000031934;CC;Kat. Yükseltme;30.09.2011;istanbul;Etiler;77;IKSV
14785;1000032111;CC;Yenileme;30.09.2011;istanbul;Besiktas;59;IKSV
14786;1000032120;CC;Yenileme;30.09.2011;istanbul;Eyup;57;IKSV
14830;1000032239;CC;Yenileme;30.09.2011;istanbul;Levent;69;IKSV
14842;1000032294;CC;Yenileme;30.09.2011;istanbul;Suadiye;69;IKSV
N/A 253;1000000002;CC;Yeni;30.09.2011;istanbul;Besiktas;40;N/A
N/A 262;1000000020;CC;Yenileme;30.09.2011;istanbul;Buyukcekmece;40;N/A
2201;1000003522;BB;Yenileme;31.10.2011;istanbul;Levent;N/A;IKSV
2210;1000003549;CC;Yeni;31.10.2011;istanbul;Florya;61;Internet
3907;1000011661;DD;Yeni;31.10.2011;istanbul;Kadikoy;30;IKSV
4717;1000008716;CC;Yeni;31.10.2011;istanbul;Beykoz;67;IKSV
6043;1000011623;XX;Yeni;31.10.2011;istanbul;sisli;45;IKSV
6044;1000011628;BB;Yeni;31.10.2011;istanbul;N/A;37;IKSV
6045;1000011635;AA;Yeni;31.10.2011;istanbul;Beykoz;27;IKSV
6046;1000011636;XX;Yeni;31.10.2011;istanbul;N/A;31;IKSV
6047;1000011637;XX;Yeni;31.10.2011;istanbul;Besiktas;45;IKSV
6049;1000011644;CC;Yeni;31.10.2011;istanbul;Etiler;37;IKSV
6050;1000011646;DD;Yeni;31.10.2011;istanbul;Besiktas;35;IKSV
6052;1000011648;XX;Yeni;31.10.2011;istanbul;Beykoz;26;IKSV
6053;1000011655;XX;Yeni;31.10.2011;istanbul;Beykoz;92;IKSV
6055;1000011657;XX;Yeni;31.10.2011;istanbul;Maslak;35;IKSV
6056;1000011662;DD;Yeni;31.10.2011;istanbul;Kadikoy;53;IKSV
6057;1000011666;DD;Yeni;31.10.2011;istanbul;Akatlar;46;IKSV
6058;1000011667;DD;Yeni;31.10.2011;istanbul;Feneryolu;27;IKSV
6059;1000011668;DD;Yeni;31.10.2011;istanbul;Besiktas;79;IKSV
6060;1000011671;CC;Yeni;31.10.2011;istanbul;Besiktas;68;IKSV
6061;1000011680;XX;Yeni;31.10.2011;istanbul;uskudar;77;IKSV
6062;1000011681;DD;Yeni;31.10.2011;istanbul;Besiktas;30;IKSV
6063;1000011683;DD;Yeni;31.10.2011;istanbul;Altunizade;40;IKSV
6064;1000011685;DD;Yeni;31.10.2011;istanbul;Maslak;45;IKSV
6068;1000011692;DD;Yeni;31.10.2011;istanbul;Acibadem;46;IKSV
6070;1000011694;CC;Yeni;31.10.2011;istanbul;sisli;41;IKSV
6072;1000011702;CC;Yeni;31.10.2011;istanbul;Bostanci;44;IKSV
6073;1000011703;DD;Yeni;31.10.2011;istanbul;sisli;30;IKSV
6074;1000011710;XX;Yeni;31.10.2011;istanbul;Nisantasi;31;IKSV
6075;1000011711;DD;Yeni;31.10.2011;istanbul;Besiktas;77;IKSV
6077;1000011720;DD;Yeni;31.10.2011;istanbul;Etiler;32;IKSV
6078;1000011721;CC;Yeni;31.10.2011;istanbul;sisli;32;IKSV
6079;1000011726;CC;Yeni;31.10.2011;istanbul;N/A;34;IKSV
6080;1000011729;CC;Yeni;31.10.2011;istanbul;N/A;34;IKSV
6083;1000011733;CC;Yeni;31.10.2011;istanbul;Eyup;36;IKSV
6084;1000011738;DD;Yeni;31.10.2011;istanbul;sisli;34;IKSV
6085;1000011739;DD;Yeni;31.10.2011;istanbul;Besiktas;36;IKSV
6086;1000011740;DD;Yeni;31.10.2011;istanbul;Atasehir;33;IKSV
6087;1000011741;DD;Yeni;31.10.2011;istanbul;Eyup;25;IKSV
6088;1000011742;DD;Yeni;31.10.2011;istanbul;Besiktas;38;IKSV
6089;1000011743;CC;Yeni;31.10.2011;istanbul;Levent;39;IKSV
6090;1000011744;XX;Yeni;31.10.2011;istanbul;Kadikoy;31;IKSV
6091;1000011745;XX;Yeni;31.10.2011;istanbul;Beykoz;27;IKSV
6092;1000011746;CC;Yeni;31.10.2011;istanbul;Levent;30;IKSV
6093;1000011747;DD;Yeni;31.10.2011;istanbul;sisli;31;IKSV
6094;1000011749;CC;Yeni;31.10.2011;istanbul;Beyoglu;36;IKSV
6095;1000011753;XX;Yeni;31.10.2011;istanbul;cengelkoy;29;IKSV
6098;1000011756;XX;Yeni;31.10.2011;istanbul;Kadikoy;39;IKSV
6099;1000011757;DD;Yeni;31.10.2011;istanbul;Kadikoy;35;IKSV
6101;1000011765;BB;Yeni;31.10.2011;istanbul;Maslak;65;IKSV
6110;1000011794;XX;Yeni;31.10.2011;istanbul;sisli;36;IKSV
6111;1000011795;DD;Yeni;31.10.2011;istanbul;Kartal;37;IKSV
6112;1000011796;DD;Yeni;31.10.2011;istanbul;N/A;68;IKSV
6115;1000011807;XX;Yeni;31.10.2011;istanbul;Bahcesehir;64;IKSV
6116;1000011808;CC;Yeni;31.10.2011;istanbul;Levent;42;IKSV
6119;1000011816;CC;Yeni;31.10.2011;istanbul;Kadikoy;38;IKSV
6120;1000011817;CC;Yeni;31.10.2011;istanbul;Beyoglu;65;IKSV
6121;1000011818;DD;Yeni;31.10.2011;istanbul;Maslak;34;IKSV
6123;1000011821;DD;Yeni;31.10.2011;istanbul;Findikli;50;IKSV
6125;1000011827;DD;Yeni;31.10.2011;istanbul;icerenkoy;28;IKSV
6126;1000011828;DD;Yeni;31.10.2011;istanbul;Bostanci;28;IKSV
6127;1000011829;CC;Yeni;31.10.2011;istanbul;Besiktas;53;IKSV
6128;1000011830;CC;Yeni;31.10.2011;istanbul;Sefakoy;45;IKSV
6129;1000011831;DD;Yeni;31.10.2011;istanbul;Tophane;29;IKSV
6130;1000011832;DD;Yeni;31.10.2011;istanbul;Fatih;28;IKSV
6131;1000011833;CC;Yeni;31.10.2011;istanbul;Bahcesehir;27;IKSV
6132;1000011834;DD;Yeni;31.10.2011;istanbul;Levent;83;IKSV
6133;1000011835;DD;Yeni;31.10.2011;istanbul;Arnavutkoy;47;IKSV
6134;1000011836;CC;Yeni;31.10.2011;istanbul;Zincirlikuyu;40;IKSV
6135;1000011837;DD;Yeni;31.10.2011;istanbul;Beykoz;36;IKSV
6136;1000011838;CC;Yeni;31.10.2011;istanbul;Besiktas;44;IKSV
6137;1000011841;CC;Yeni;31.10.2011;N/A;N/A;35;IKSV
6139;1000011844;DD;Yeni;31.10.2011;istanbul;Kadikoy;38;IKSV
6141;1000011846;XX;Yeni;31.10.2011;istanbul;sisli;50;IKSV
6142;1000011848;XX;Yeni;31.10.2011;istanbul;Beyoglu;50;IKSV
6143;1000011849;DD;Yeni;31.10.2011;istanbul;sisli;28;IKSV
6144;1000011854;CC;Yeni;31.10.2011;istanbul;N/A;67;IKSV
6145;1000011855;DD;Yeni;31.10.2011;istanbul;N/A;35;IKSV
6146;1000011856;CC;Yeni;31.10.2011;izmir;Kemalpasa;36;Internet
6149;1000011860;CC;Yeni;31.10.2011;istanbul;Tesvikiye;42;Internet
6211;1000012020;XX;Kat. Yükseltme;31.10.2011;istanbul;Besiktas;88;IKSV
6249;1000012120;CC;Kat. Yükseltme;31.10.2011;istanbul;Sariyer;60;IKSV
6483;1000012775;DD;Yeni;31.10.2011;istanbul;Kadikoy;48;Cagri Merkezi
6524;1000012884;DD;Yeni;31.10.2011;istanbul;Kadikoy;40;Cagri Merkezi
6529;1000012896;CC;Kat. Yükseltme;31.10.2011;istanbul;sisli;77;IKSV
6569;1000013003;CC;Kat. Yükseltme;31.10.2011;istanbul;Atasehir;62;IKSV
6740;1000013499;DD;Yenileme;31.10.2011;istanbul;Besiktas;77;IKSV
6755;1000013570;CC;Yenileme;31.10.2011;istanbul;sisli;46;IKSV
6873;1000013976;CC;Kat. Yükseltme;31.10.2011;istanbul;Besiktas;39;IKSV
6896;1000014040;BB;Yenileme;31.10.2011;istanbul;Nisantasi;87;IKSV
6927;1000014126;CC;Kat. Yükseltme;31.10.2011;istanbul;Cerrahpasa;39;IKSV
6967;1000014227;DD;Yenileme;31.10.2011;istanbul;umraniye;40;IKSV
6971;1000014252;CC;Kat. Yükseltme;31.10.2011;istanbul;Gunesli;39;IKSV
6972;1000014253;DD;Yenileme;31.10.2011;istanbul;Beyoglu;32;IKSV
6975;1000014258;DD;Yenileme;31.10.2011;istanbul;Levent;37;IKSV
6976;1000014259;CC;Kat. Yükseltme;31.10.2011;istanbul;Bakirkoy;59;IKSV
6979;1000014269;DD;Yenileme;31.10.2011;istanbul;sisli;38;IKSV
6985;1000014275;DD;Yenileme;31.10.2011;istanbul;Beyoglu;77;IKSV
6986;1000014276;DD;Yenileme;31.10.2011;istanbul;Caddebostan;64;IKSV
